35.221874,-106.515874,5,1500
35.252588,-106.511514,5,1500
35.276172,-106.507699,5,1500
35.158628,-106.503884,5,1500
35.169321,-106.448295,5,1500
35.222764,-106.47609,5,1500
35.275282,-106.377446,5,1500
35.261933,-106.44121,5,1500
35.129662,-106.391616,5,1500
35.149271,-106.345837,5,1500
35.197383,-106.320767,5,1500
35.194266,-106.409601,5,1500
35.126541,-106.46737,5,1500
35.112277,-106.423226,5,1500
35.160411,-106.360007,5,1500
35.223655,-106.386711,5,1500
35.166564,-106.402371,5,1500
35.22295,-106.337125,5,1500
35.263731,-106.336604,5,1500
35.25573,-106.407236,5,1500
35.248395,-106.467254,5,1500
35.187688,-106.488485,5,1500
35.122261,-106.521147,5,1500
35.154648,-106.401521,5,1500
35.204704,-106.327622,5,1500
35.272064,-106.48726,5,1500
35.194695,-106.530946,5,1500
35.137955,-106.338645,5,1500
35.179346,-106.374982,5,1500
35.121928,-106.50155,5,1500
