1,airFiber 5,1200,100,1998
2,airFiber 2X,500,200,1056
3,NanoBeam M5-16,150,10,134
4,PowerBeam M2-400,150,20,158
5,PowerBeam M5-400,150,25,190
6,PowerBeam M5-620,150,30,398
7,PowerBeam 5AC-300,450,20,198
8,PowerBeam 5AC-620,450,30,458
9,NanoStation locoM2,150,5,98
