35.263245,-106.371644,5,1500,10
35.260888,-106.35720900000001,5,1500,10
35.25523,-106.36356,5,1500,10
35.234246,-106.36586999999997,5,1500,10
35.225992,-106.40368999999998,5,1500,10
35.231888,-106.41004099999998,5,1500,10
35.200282,-106.40830900000003,5,1500,10
35.181879,-106.39300800000001,5,1500,10
35.17126,-106.376552,5,1500,10
35.139867,-106.35028,5,1500,10
35.168664,-106.342197,5,1500,10
35.14813,-106.32689600000003,5,1500,10
35.221039,-106.33497899999998,5,1500,10
35.171732,-106.33267000000001,5,1500,10
35.268195,-106.40830900000003,5,1500,10
35.207359,-106.31823500000002,5,1500,10
35.182823,-106.34970299999998,5,1500,10
35.246008,-106.34502500000002,5,1500,10
35.116928,-106.37798399999997,5,1500,10
35.121983,-106.34296499999999,5,1500,10
35.184299,-106.327516,5,1500,10
35.147533,-106.36150499999997,5,1500,10
35.240119,-106.335756,5,1500,10
35.268435,-106.330262,5,1500,10
35.269837,-106.34468200000003,5,1500,10
35.150901,-106.37764099999998,5,1500,10
35.231707,-106.35910200000001,5,1500,10
35.242082,-106.32373899999999,5,1500,10
35.171671,-106.32717300000002,5,1500,10
35.195523,-106.404763,5,1500,10
35.1748,-106.524654,150,1500,10
